Season,MatchDatetime,Division,Country,League,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,LadbrokesHomeOdds,LadbrokesDrawOdds,LadbrokesAwayOdds,BwinHomeOdds,BwinDrawOdds,BwinAwayOdds,CornersHome,FoulsHome,RedCardsHome,ShotsHome,ShotsOnTargetHome,YellowCardsHome,Bet&WinAwayOdds,Bet&WinDrawOdds,Bet&WinHomeOdds,Betbrain1X2,GoalBetAway,GoalBetDraw,GoalBetHome,HomeCorners,HomeFouls,HomeRedCards,HomeShots,HomeShotsOnTarget,HomeYellowCards,AwayWinsImpact,DrawImpact,HomeWinsImpact,SBAwayOdds,SBDrawOdds,SBHomeOdds,SJAwayOdds,SJDrawOdds,SJHomeOdds,MatchTime,VCACornerAway,VCDraw,VCHome,WilliamHillAway,WilliamHillDraw,WilliamHillHome,home_opening_odds,draw_opening_odds,away_opening_odds,home_closing_odds,draw_closing_odds,away_closing_odds,match_date_final
2010/2011,8/29/2010 0:00,SC0,Scotland,Premier League,St Mirren,Hibernian,1,0,H,0,0,D,3.1,3.3,2.3,3.1,3.4,2.25,2.9,3.25,2.2,5,13,0,7,1,1,2.25,3.3,3,35,2.25,3.25,2.85,0,11,0,4,2,3,2.4,3.2,2.6,2.25,3.25,2.85,2.25,3.25,3,0:00,2.25,3.2,3.1,2.38,3.25,3,3.18,3.34,2.4,3.66,3.42,2.2,8/29/2010
2010/2011,8/29/2010 0:00,SC0,Scotland,Premier League,Motherwell,Celtic,0,1,A,0,0,D,6,3.8,1.57,6,3.75,1.57,6,3.6,1.5,5,13,0,18,6,2,1.57,3.75,6,34,1.6,3.6,5,3,11,1,5,2,1,1.55,3.7,5,1.53,3.6,5.75,1.57,3.75,5.5,0:00,1.53,3.8,6,1.57,3.8,6,5.49,4.08,1.66,6.18,4.05,1.63,8/29/2010
2010/2011,8/29/2010 0:00,SC0,Scotland,Premier League,Hearts,Dundee United,1,1,D,1,0,H,2.2,3.4,3.2,2.25,3.3,3.1,2.25,3.25,2.8,9,13,0,7,5,2,3.3,3.3,2.1,35,2.85,3.25,2.25,8,14,0,14,7,1,3.1,3.2,2.1,3.2,3.25,2.1,3.25,3.2,2.2,0:00,3.12,3.25,2.2,3.3,3.3,2.2,2.37,3.31,3.26,2.41,3.32,3.29,8/29/2010
2010/2011,8/29/2010 0:00,P1,Portugal,Liga I,Pacos Ferreira,Portimonense,2,2,D,0,1,A,1.83,3.4,4.5,1.73,3.25,4.2,1.8,3.1,4.5,0,0,0,0,0,0,4,3.25,1.83,24,4,3.25,1.85,0,0,0,0,0,0,4.4,3,1.8,4.2,3.25,1.8,4.33,3,1.91,0:00,4.33,3.12,1.85,4,3.3,1.83,1.92,3.44,4.58,1.93,3.43,4.69,8/29/2010
2010/2011,8/29/2010 0:00,I1,Italy,Serie A,Bari,Juventus,1,0,H,1,0,H,4.33,3.25,1.91,3.6,3.1,1.91,3.8,3.3,1.95,4,12,0,18,2,2,2,3.2,3.75,35,1.95,3.3,3.8,7,14,0,20,5,1,2.1,3.2,3.2,1.95,3.2,3.6,2,3.2,4,0:00,2,3.12,3.8,2,3.3,3.75,4.17,3.27,2.07,3.42,3.08,2.47,8/29/2010
2010/2011,8/29/2010 0:00,I1,Italy,Serie A,Chievo,Catania,2,1,H,1,1,D,2.2,3.1,3.5,2.1,3,3.2,2.15,2.9,3.7,4,18,0,11,4,2,3.4,3.1,2.15,35,3.6,3,2.15,4,18,0,11,7,0,3.4,3,2.1,3.4,3,2.1,3.6,3,2.2,0:00,3.4,2.88,2.3,3.5,3.15,2.05,2.16,3.18,3.97,2.27,3.2,3.75,8/29/2010
2010/2011,8/29/2010 0:00,I1,Italy,Serie A,Fiorentina,Napoli,1,1,D,0,1,A,2.3,3.1,3.3,2.2,3,3,2.3,3.1,3.1,6,16,1,12,2,4,3,3.1,2.4,35,3.1,3.1,2.3,7,18,1,19,8,2,3.1,3.1,2.2,3,3.1,2.25,3.2,3.2,2.3,0:00,3.3,3.12,2.2,3.1,3.1,2.2,2.26,3.16,3.69,2.26,3.19,3.75,8/29/2010
2010/2011,8/29/2010 0:00,I1,Italy,Serie A,Milan,Lecce,4,0,H,3,0,H,1.33,4.5,11,1.29,4.33,9,1.31,4.6,10,3,13,0,13,3,1,10,4.5,1.33,36,10,4.5,1.33,6,16,0,26,13,0,8.5,4.8,1.3,9,4.75,1.29,11,5,1.3,0:00,10,4.75,1.3,9.5,4.75,1.29,1.34,4.93,11.69,1.28,5.82,13.48,8/29/2010
2010/2011,8/29/2010 0:00,I1,Italy,Serie A,Palermo,Cagliari,0,0,D,0,0,D,1.73,3.25,5.5,1.67,3.3,4.5,1.75,3.27,4.85,1,20,0,14,3,3,5,3.4,1.73,35,4.75,3.4,1.75,8,12,0,13,4,0,4.5,3.4,1.7,4.2,3.4,1.75,5,3.4,1.75,0:00,5,3.4,1.73,5,3.25,1.7,1.83,3.41,5.23,1.7,3.73,5.99,8/29/2010
2010/2011,8/29/2010 0:00,I1,Italy,Serie A,Parma,Brescia,2,0,H,2,0,H,1.83,3.25,4.75,1.67,3.3,4.5,1.8,3.2,4.65,6,14,0,14,3,3,4.33,3.25,1.83,36,4.5,3.3,1.8,3,24,0,18,9,0,4,3.4,1.8,4.33,3.2,1.8,5,3.25,1.8,0:00,4.75,3.2,1.8,4.6,3.25,1.75,1.85,3.38,5.11,1.85,3.39,5,8/29/2010
2010/2011,8/29/2010 0:00,I1,Italy,Serie A,Sampdoria,Lazio,2,0,H,0,0,D,2.1,3.1,3.75,2,3,3.5,2.1,3.1,3.5,5,24,0,18,1,4,3.3,3.1,2.2,36,3.5,3.2,2.1,3,9,0,11,4,1,3.3,3.1,2.1,3.3,3.2,2.05,3.6,3.2,2.1,0:00,3.5,3,2.15,3.6,3.15,2,2.19,3.16,3.91,2.31,3.05,3.8,8/29/2010
2010/2011,8/29/2010 0:00,N1,Netherlands,Eredivisie,Twente,Utrecht,4,0,H,0,0,D,1.5,4,7,1.5,3.6,5.5,1.55,3.65,5.5,0,0,0,0,0,0,5.5,3.75,1.53,32,5.25,3.75,1.55,0,0,0,0,0,0,5,3.7,1.5,6,4.1,1.45,6.5,4,1.5,0:00,7,3.8,1.5,7.5,4,1.4,1.52,4.28,7.33,1.45,4.62,8.19,8/29/2010
2010/2011,8/29/2010 0:00,N1,Netherlands,Eredivisie,Graafschap,Ajax,0,5,A,0,2,A,10,5.25,1.29,8,4.5,1.29,9.25,5.25,1.25,0,0,0,0,0,0,1.3,4.5,9,31,1.33,4.75,7.5,0,0,0,0,0,0,1.3,4.5,7.5,1.3,4.6,8.5,1.25,5.5,11,0:00,1.29,4.75,11,1.25,5,11,11.8,5.94,1.29,12.12,6.42,1.26,8/29/2010
2010/2011,8/29/2010 0:00,N1,Netherlands,Eredivisie,Feyenoord,Vitesse,4,0,H,2,0,H,1.4,4.5,8,1.33,4.33,7,1.42,4,6.65,0,0,0,0,0,0,6.5,4,1.44,32,7,4.2,1.4,0,0,0,0,0,0,5.2,3.9,1.45,6.75,4.2,1.4,7.5,4.5,1.4,0:00,7.5,4.4,1.4,7.5,4,1.4,1.44,4.72,8.17,1.42,5.04,7.92,8/29/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Millwall,Coventry,3,1,H,1,0,H,1.83,3.5,4.33,1.83,3.5,4.33,1.83,3.3,3.8,2,13,1,7,5,1,4.2,3.3,1.91,35,4,3.4,1.83,5,10,0,18,9,1,3.1,3.2,2,3.75,3.25,1.9,4,3.4,1.83,0:00,4.2,3.3,1.95,4,3.3,1.95,1.9,3.58,4.43,1.72,3.86,5.58,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Scunthorpe,Crystal Palace,3,0,H,2,0,H,2.6,3.2,2.75,2.4,3.3,2.9,2.45,3.1,2.65,3,10,0,6,1,0,2.8,3.25,2.5,35,2.75,3.1,2.5,5,14,0,13,6,0,2.45,3.1,2.45,2.62,3.2,2.45,2.63,3.25,2.5,0:00,2.75,3.2,2.62,2.7,3.2,2.62,2.73,3.33,2.76,2.52,3.41,3.02,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Leicester,Reading,1,2,A,0,1,A,2.25,3.25,3.2,2.25,3.25,3.25,2.2,3.25,2.85,5,10,0,11,5,0,3.1,3.2,2.3,35,3,3.2,2.25,11,8,0,15,10,1,2.6,3.1,2.3,2.8,3.2,2.3,3,3.25,2.25,0:00,3.2,3.25,2.3,3.2,3.2,2.25,2.31,3.31,3.39,2.27,3.48,3.4,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Barnsley,Middlesbrough,2,0,H,1,0,H,2.8,3.25,2.5,2.8,3.3,2.5,2.65,3.1,2.45,5,12,0,12,7,2,2.38,3.3,2.9,35,2.4,3.2,2.75,6,15,0,12,7,1,2.45,3.1,2.45,2.45,3.2,2.65,2.38,3.25,2.75,0:00,2.5,3.25,2.88,2.5,3.2,2.88,2.92,3.27,2.62,2.93,3.36,2.62,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Derby,QPR,2,2,D,1,0,H,2.88,3.3,2.4,3,3.25,2.38,2.6,3.2,2.4,4,10,0,10,5,1,2.4,3.25,2.9,35,2.4,3.2,2.75,7,11,0,9,7,1,2.3,3.1,2.6,2.38,3.1,2.8,2.38,3.25,2.75,0:00,2.5,3.2,2.88,2.4,3.2,3,2.96,3.33,2.55,3.14,3.52,2.39,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Ipswich,Bristol City,2,0,H,0,0,D,1.8,3.5,4.5,1.8,3.5,4.5,1.7,3.3,4.5,2,6,0,8,4,1,4.5,3.4,1.8,35,4.5,3.4,1.75,5,4,0,17,6,0,4,3.3,1.7,4.33,3.4,1.73,4,3.4,1.83,0:00,4.6,3.3,1.85,4.5,3.5,1.8,1.8,3.68,4.92,1.9,3.64,4.56,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Portsmouth,Cardiff,0,2,A,0,1,A,3,3.4,2.3,3,3.25,2.38,2.9,3.1,2.25,8,12,0,6,1,0,2.4,3.3,2.88,36,2.25,3.25,2.9,4,9,0,7,2,1,2.2,3.1,2.8,2.3,3.25,2.8,2.25,3.4,2.88,0:00,2.4,3.12,3.12,2.38,3.4,2.88,2.8,3.43,2.62,3.33,3.58,2.28,8/28/2010
2010/2011,8/28/2010 0:00,P1,Portugal,Liga I,Nacional,Guimaraes,1,3,A,0,0,D,2.2,3.1,3.5,1.91,3.2,3.5,2.15,2.95,3.4,0,0,0,0,0,0,3.3,3.3,2.1,25,3.3,3,2.15,0,0,0,0,0,0,3.2,2.9,2.2,3.3,3,2.15,3.75,3.1,2,0:00,3.5,3,2.1,3.2,3.1,2.15,2.23,3.18,3.73,2.14,3.22,4.02,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Watford,Leeds,0,1,A,0,1,A,2.38,3.25,3,2.4,3.3,2.9,2.3,3.1,2.8,5,17,0,13,8,3,2.9,3.25,2.4,35,2.8,3.2,2.35,6,18,0,13,8,1,2.5,3.1,2.4,2.8,3.2,2.3,3,3.25,2.25,0:00,2.88,3.25,2.5,3,3.2,2.38,2.46,3.38,3.06,2.16,3.44,3.75,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Swansea,Burnley,1,0,H,1,0,H,2.3,3.3,3.1,2.4,3.3,2.9,2.4,2.85,2.9,3,13,1,9,2,2,3,3.2,2.38,35,2.9,3.2,2.3,2,11,1,10,3,3,2.5,3.1,2.4,2.75,3.2,2.35,2.75,3.25,2.38,0:00,3,3.3,2.4,3.1,3.4,2.25,2.43,3.32,3.15,2.1,3.37,4.03,8/28/2010
2010/2011,8/28/2010 0:00,E1,England,Championship,Sheffield United,Preston,1,0,H,0,0,D,1.85,3.5,4.2,1.91,3.3,4.2,1.83,3.2,4,6,12,0,11,6,1,4.2,3.3,1.91,36,3.8,3.3,1.9,5,12,0,8,4,2,3.1,3.2,2,3.75,3.25,1.9,3.75,3.4,1.91,0:00,4,3.4,1.95,4.2,3.3,1.91,1.96,3.5,4.26,1.93,3.55,4.51,8/28/2010
2010/2011,8/28/2010 0:00,E0,England,Premier League,Blackpool,Fulham,2,2,D,0,1,A,3.2,3.25,2.3,3.1,3.25,2.3,2.95,3.3,2.3,5,16,0,12,7,0,2.3,3.25,3,38,2.2,3.25,3.2,4,13,0,14,5,1,2.4,3.2,2.7,2.25,3.25,2.85,2.25,3.4,3.1,0:00,2.3,3.3,3.12,2.3,3.2,3.2,3.42,3.38,2.32,3.09,3.38,2.49,8/28/2010
2010/2011,8/28/2010 0:00,N1,Netherlands,Eredivisie,NAC Breda,VVV Venlo,2,0,H,2,0,H,1.8,3.5,4.5,1.73,3.4,4,1.85,3.3,3.85,0,0,0,0,0,0,3.75,3.4,1.85,33,3.75,3.4,1.85,0,0,0,0,0,0,3.7,3.4,1.75,4,3.4,1.8,4,3.5,1.73,0:00,4.75,3.4,1.75,4.33,3.5,1.73,1.83,3.71,4.71,1.85,3.7,4.76,8/28/2010
2010/2011,8/28/2010 0:00,B1,Belgium,Jupiler League,Charleroi,Eupen,2,0,H,0,0,D,1.73,3.3,4.75,1.67,3.4,4.33,1.7,3.6,4.25,0,0,0,0,0,0,4.2,3.4,1.73,32,4.5,3.4,1.7,0,0,0,0,0,0,4.6,3.4,1.6,4.75,3.5,1.65,4.75,3.5,1.73,0:00,4.6,3.4,1.73,4.33,3.4,1.75,1.78,3.77,4.95,1.83,3.7,4.83,8/28/2010
2010/2011,8/28/2010 0:00,E0,England,Premier League,Blackburn,Arsenal,1,2,A,1,1,D,6,4,1.57,6,3.75,1.57,6,3.75,1.55,8,7,0,14,9,0,1.57,3.75,6,37,1.57,3.75,5.75,4,9,0,15,7,1,1.6,3.6,5,1.55,3.75,5.2,1.62,3.75,5.5,0:00,1.67,3.8,5.5,1.57,3.8,6,6.68,4.27,1.57,5.03,3.73,1.79,8/28/2010
2010/2011,8/28/2010 0:00,E0,England,Premier League,Man United,West Ham,3,0,H,1,0,H,1.14,8,19,1.17,7,15,1.12,7.5,18.5,3,11,0,7,2,2,19,7,1.14,37,15,7,1.15,9,6,0,18,11,1,13,5.8,1.17,17,6.5,1.13,17,7.5,1.14,0:00,23,7.5,1.14,21,8,1.12,1.14,8.75,20.5,1.13,9.5,28.4,8/28/2010
2010/2011,8/28/2010 0:00,E0,England,Premier League,Tottenham,Wigan,0,1,A,0,0,D,1.25,5.75,13,1.22,6,13,1.22,5.75,11.5,7,11,0,13,5,2,12,5.5,1.25,37,11,5.5,1.25,16,10,0,12,7,3,10,5,1.25,13,5,1.22,10,6,1.25,0:00,13,6,1.25,12,5.5,1.25,1.26,6.22,13.77,1.26,6.4,13.85,8/28/2010
2010/2011,8/28/2010 0:00,E0,England,Premier League,Wolves,Newcastle,1,1,D,1,0,H,2.4,3.2,3.1,2.38,3.25,3,2.35,3.25,2.85,3,17,0,11,6,4,2.88,3.25,2.38,36,2.85,3.25,2.4,5,20,0,5,2,7,2.7,3.2,2.4,2.8,3.2,2.3,2.88,3.2,2.5,0:00,3,3.2,2.5,3,3.2,2.4,2.44,3.24,3.31,2.49,3.38,3.09,8/28/2010
2010/2011,8/28/2010 0:00,SP1,Spain,La Liga Primera Division,Hercules,Ath Bilbao,0,1,A,0,0,D,2.5,3.25,2.8,2.5,3.2,2.5,2.55,3.2,2.65,1,18,0,14,5,4,2.6,3.25,2.5,32,2.6,3.25,2.6,10,15,1,9,3,2,2.5,3.1,2.6,2.6,3.2,2.5,2.75,3.2,2.6,0:00,2.75,3.12,2.5,2.6,3.2,2.5,2.77,3.18,2.82,2.63,3.32,2.95,8/28/2010
2010/2011,8/28/2010 0:00,N1,Netherlands,Eredivisie,Nijmegen,Heerenveen,2,2,D,0,0,D,2.75,3.3,2.5,2.38,3.3,2.5,2.5,3.35,2.45,0,0,0,0,0,0,2.5,3.3,2.5,33,2.5,3.25,2.55,0,0,0,0,0,0,2.4,3.3,2.5,2.5,3.3,2.5,2.4,3.5,2.63,0:00,2.38,3.4,2.75,2.38,3.25,2.7,2.86,3.56,2.51,3.09,3.64,2.37,8/28/2010
2010/2011,8/28/2010 0:00,T1,Turkey,Futbol Ligi 1,Sivasspor,Bursaspor,0,2,A,0,0,D,2.88,3.2,2.5,2.6,3.2,2.38,2.65,3,2.55,0,0,0,0,0,0,2.38,3.1,2.75,30,2.6,3,2.6,0,0,0,0,0,0,2.5,3.2,2.5,2.25,3,3.1,2.5,3.1,2.75,0:00,2.4,3,2.88,2.3,3.2,2.88,2.88,3.15,2.72,3.4,3.4,2.28,8/28/2010
2010/2011,8/28/2010 0:00,N1,Netherlands,Eredivisie,Roda,Heracles,4,2,H,3,0,H,1.91,3.6,3.75,2.1,3.2,3,2,3.4,3.25,0,0,0,0,0,0,3.4,3.3,2,32,3.6,3.3,1.95,0,0,0,0,0,0,3,3.3,2,3.3,3.5,1.95,3.25,3.6,2.05,0:00,3.8,3.4,1.91,3.75,3.3,1.91,2.02,3.64,3.87,1.79,3.87,4.9,8/28/2010
2010/2011,8/28/2010 0:00,B1,Belgium,Jupiler League,Mechelen,St Truiden,0,0,D,0,0,D,1.75,3.3,4.5,1.73,3.2,4.33,1.67,3.5,4.6,0,0,0,0,0,0,4.5,3.5,1.67,32,4.5,3.4,1.7,0,0,0,0,0,0,4,3.3,1.7,5,3.4,1.65,5,3.5,1.73,0:00,4.75,3.3,1.73,4.8,3.4,1.7,1.77,3.73,5.1,1.79,3.67,5.16,8/28/2010
2010/2011,8/28/2010 0:00,SP1,Spain,La Liga Primera Division,Malaga,Valencia,1,3,A,1,1,D,2.88,3.3,2.4,2.8,3.2,2.2,2.85,3.3,2.35,10,15,0,21,8,5,2.3,3.25,2.9,32,2.4,3.25,2.85,7,16,0,19,5,2,2.4,3.2,2.7,2.4,3.25,2.65,2.5,3.25,2.8,0:00,2.4,3.2,2.88,2.25,3.25,2.9,3.1,3.27,2.49,3.37,3.38,2.33,8/28/2010
2010/2011,8/28/2010 0:00,I1,Italy,Serie A,Udinese,Genoa,0,1,A,0,0,D,2.4,3.1,3.1,2.25,3,2.88,2.3,3.1,3.1,3,15,0,9,4,3,2.88,3.2,2.38,34,3,3.1,2.35,9,12,0,14,6,2,2.8,3.1,2.4,2.9,3.2,2.25,3,3.2,2.4,0:00,2.88,3.1,2.5,3,3.1,2.3,2.34,3.16,3.5,2.37,3.21,3.48,8/28/2010
2010/2011,8/28/2010 0:00,B1,Belgium,Jupiler League,Anderlecht,Waregem,0,0,D,0,0,D,1.25,5.25,10,1.25,5,8,1.3,4.75,8.25,0,0,0,0,0,0,8,4.75,1.29,30,10,5,1.25,0,0,0,0,0,0,8,4.2,1.3,9,4.75,1.29,9,5,1.3,0:00,10,5,1.25,9,4.8,1.29,1.29,5.97,11.46,1.37,5.4,8.56,8/28/2010
2010/2011,8/28/2010 0:00,B1,Belgium,Jupiler League,Cercle Brugge,Lokeren,1,1,D,0,1,A,2.2,3.1,3.2,2.2,3.2,2.8,2.05,3.3,3.2,0,0,0,0,0,0,3.1,3.2,2.1,32,3,3.2,2.2,0,0,0,0,0,0,3.1,3.2,2,3,3.2,2.2,3.25,3.3,2.2,0:00,3.2,3.2,2.1,3.2,3.2,2.15,2.21,3.48,3.44,2.14,3.45,3.68,8/28/2010
2010/2011,8/28/2010 0:00,D1,Germany,Bundesliga 1,Wolfsburg,Mainz,3,4,A,3,1,H,1.57,4,5.5,1.57,4,5.5,1.6,3.8,5.2,5,19,0,13,4,3,5.5,3.6,1.62,33,5.25,3.75,1.6,5,11,0,8,4,3,4.6,3.5,1.65,5.25,3.75,1.55,5.75,4,1.57,0:00,5.5,3.8,1.57,5,3.75,1.6,1.59,4.28,5.97,1.59,4.4,6.18,8/28/2010
2010/2011,8/28/2010 0:00,F1,France,Le Championnat,St Etienne,Lens,3,1,H,1,0,H,2.05,3.1,4,1.91,3.1,3.6,2,3.1,3.9,6,18,0,13,6,1,3.8,3.2,1.95,35,3.75,3.1,2,3,19,1,14,6,1,3.4,3.2,2,3.4,3.25,2,3.75,3.2,2,0:00,4,3.12,1.95,3.8,3.1,1.95,2.08,3.24,4.17,2.15,3.26,3.99,8/28/2010
2010/2011,8/28/2010 0:00,G1,Greece,Ethniki Katigoria,Iraklis,Olympiakos,2,1,H,0,0,D,7.5,4.2,1.44,6.5,3.6,1.44,7,4.1,1.44,0,0,0,0,0,0,1.44,3.75,6.5,24,1.48,3.75,6.5,0,0,0,0,0,0,1.5,3.8,5.7,1.45,4,8,1.44,3.75,7,0:00,1.44,4,7,1.4,4,8,7.03,3.98,1.57,9.64,4.49,1.42,8/28/2010
2010/2011,8/28/2010 0:00,D1,Germany,Bundesliga 1,St Pauli,Hoffenheim,0,1,A,0,0,D,3.2,3.4,2.2,3.2,3.4,2.2,3.05,3.35,2.2,9,16,0,8,3,0,2.15,3.3,3.2,33,2.1,3.4,3.2,5,16,0,12,4,2,2.3,3.3,2.7,2.05,3.3,3.2,2.3,3.4,3,0:00,2.3,3.3,3,2.2,3.25,3,3.57,3.61,2.16,3.13,3.54,2.39,8/28/2010
2010/2011,8/28/2010 0:00,D1,Germany,Bundesliga 1,Schalke 04,Hannover,1,2,A,0,1,A,1.33,4.75,10,1.33,5,9,1.33,4.75,8.5,1,22,0,11,4,2,9,5,1.3,33,9,4.75,1.33,15,10,0,15,5,2,7.3,4.5,1.35,10,4.5,1.29,10,5,1.33,0:00,7,4.6,1.4,7.5,4.6,1.35,1.35,5.17,10.44,1.44,4.7,8.7,8/28/2010
2010/2011,8/28/2010 0:00,D1,Germany,Bundesliga 1,Nurnberg,Freiburg,1,2,A,1,1,D,1.91,3.4,4,1.91,3.4,4,1.9,3.4,3.8,2,28,0,5,3,1,3.6,3.3,2,31,3.8,3.3,1.95,4,12,0,17,4,2,3.3,3.3,2,3.6,3.3,1.91,4,3.4,1.91,0:00,4,3.4,1.85,3.4,3.3,2,2.01,3.55,4.16,1.98,3.51,4.35,8/28/2010
2010/2011,8/28/2010 0:00,D1,Germany,Bundesliga 1,Ein Frankfurt,Hamburg,1,3,A,1,0,H,3.1,3.5,2.2,3.1,3.3,2.25,3.1,3.3,2.2,6,12,0,14,4,1,2.25,3.3,3,34,2.15,3.5,3.1,4,12,0,12,7,2,2.3,3.2,2.8,2.15,3.3,3,2.1,3.5,3.25,0:00,2.25,3.25,3.12,2.25,3.3,2.9,3.32,3.6,2.27,3.25,3.56,2.32,8/28/2010
2010/2011,8/28/2010 0:00,F1,France,Le Championnat,Valenciennes,Montpellier,0,1,A,0,1,A,2.2,3,3.6,2.1,3,3.2,2.15,3.1,3.4,1,16,0,15,5,1,3.3,3.1,2.15,35,3.3,3,2.2,5,19,0,9,2,3,3.1,3,2.25,3.1,3.1,2.2,3.25,3,2.25,0:00,3.6,3,2.15,3.4,3,2.15,2.2,3.19,3.82,2.48,3.13,3.37,8/28/2010
2010/2011,8/28/2010 0:00,F1,France,Le Championnat,Nancy,Toulouse,0,2,A,0,0,D,2.4,3,3.2,2.3,2.9,2.9,2.45,3,2.95,3,17,0,13,6,2,2.88,3,2.4,36,2.9,3,2.4,5,22,0,16,5,4,2.65,3.1,2.5,2.75,3.1,2.4,3,3,2.4,0:00,3.2,3,2.4,3.1,3,2.3,2.47,3.08,3.34,2.49,3.15,3.3,8/28/2010
2010/2011,8/28/2010 0:00,F1,France,Le Championnat,Lorient,Lyon,2,0,H,1,0,H,3.25,3.1,2.3,3,3,2.2,3.2,3.1,2.25,8,12,0,14,4,0,2.3,3.1,3,36,2.3,3,3.1,3,17,0,15,7,0,2.2,3.1,3.1,2.3,3.1,2.9,2.3,3,3.2,0:00,2.3,3,3.25,2.38,3.1,2.9,3.32,3.13,2.44,3.26,3.19,2.49,8/28/2010
2010/2011,8/28/2010 0:00,F1,France,Le Championnat,Arles,Rennes,0,1,A,0,1,A,3.25,3,2.38,3.2,3,2.1,3.2,3.1,2.25,1,16,0,7,1,1,2.3,3.1,3,35,2.25,3,3.2,6,11,0,12,4,1,2.3,3.1,2.9,2.3,3.1,2.9,2.25,3,3.25,0:00,2.2,3,3.5,2.05,3.1,3.5,3.37,3.12,2.42,4.07,3.33,2.1,8/28/2010
2010/2011,8/28/2010 0:00,SC0,Scotland,Premier League,Rangers,St Johnstone,2,1,H,1,1,D,1.22,6,13,1.22,6,12,1.18,5.5,12.5,3,14,0,6,3,2,13,5.5,1.22,34,11,5.5,1.2,1,13,0,15,10,3,11,5.2,1.2,12,5.5,1.2,12,6,1.2,0:00,15,5.5,1.2,15,6,1.2,1.21,7.04,16.17,1.17,8,18.82,8/28/2010
2010/2011,8/28/2010 0:00,SC0,Scotland,Premier League,Inverness C,Hamilton,0,1,A,0,1,A,1.91,3.4,4,1.91,3.4,4,1.85,3.35,3.65,5,14,0,8,4,1,4,3.3,1.91,35,3.6,3.4,1.9,6,13,0,2,1,2,3.6,3.2,1.9,3.75,3.6,1.8,3.75,3.4,1.91,0:00,4,3.4,1.85,4,3.4,1.91,1.97,3.57,4.12,1.77,3.74,5.28,8/28/2010
2010/2011,8/28/2010 0:00,G1,Greece,Ethniki Katigoria,Larisa,Atromitos,1,0,H,0,0,D,2.05,3.2,3.75,2.1,3.2,3,1.85,3.15,4.1,0,0,0,0,0,0,3.5,3.2,1.95,22,4,3.1,1.9,0,0,0,0,0,0,4.2,3.2,1.8,3.4,3.2,2.1,3.7,3.25,1.91,0:00,4,3,2,4.1,3.1,1.9,2.14,3.26,3.93,2.27,3.12,3.77,8/28/2010
2010/2011,8/28/2010 0:00,SC0,Scotland,Premier League,Aberdeen,Kilmarnock,0,1,A,0,0,D,1.95,3.4,3.8,1.83,3.5,4.33,1.8,3.4,3.85,6,9,0,19,12,1,4,3.5,1.8,35,3.6,3.3,1.91,6,6,0,10,5,1,3.8,3.2,1.85,3.75,3.25,1.9,4,3.5,1.83,0:00,4,3.3,1.85,4,3.4,1.91,2.05,3.49,3.94,1.74,3.8,5.4,8/28/2010
2010/2011,8/27/2010 0:00,D1,Germany,Bundesliga 1,Kaiserslautern,Bayern Munich,2,0,H,2,0,H,7,4.33,1.44,7,4,1.5,6.5,4.2,1.45,7,13,0,20,3,1,1.44,4.2,6.5,32,1.5,4,6.25,7,24,1,11,2,0,1.53,3.9,5.3,1.4,4.33,6.5,1.5,4,7,0:00,1.5,4.4,5.5,1.44,4.4,7,7.33,4.57,1.51,7.56,4.51,1.5,8/27/2010
2010/2011,8/27/2010 0:00,N1,Netherlands,Eredivisie,Willem II,Groningen,0,3,A,0,1,A,4.2,3.75,1.8,3.75,3.25,1.83,3.75,3.4,1.85,0,0,0,0,0,0,1.83,3.5,3.75,33,1.8,3.4,4,0,0,0,0,0,0,1.85,3.4,3.4,1.8,3.5,3.8,1.85,3.6,4,0:00,1.85,3.6,3.8,1.83,3.5,3.75,4.28,3.83,1.88,4.76,3.93,1.8,8/27/2010
2010/2011,8/27/2010 0:00,T1,Turkey,Futbol Ligi 1,Ankaragucu,Kayserispor,1,1,D,0,1,A,2.8,3.1,2.6,2.5,3.1,2.5,2.65,3,2.55,0,0,0,0,0,0,2.5,3.1,2.6,30,2.5,3.1,2.65,0,0,0,0,0,0,2.5,3.2,2.5,2.55,3.1,2.6,2.6,3.2,2.6,0:00,2.5,3,2.75,2.5,3.1,2.7,2.94,3.18,2.66,2.47,3.3,3.15,8/27/2010
