Season,MatchDatetime,Division,Country,League,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,LadbrokesHomeOdds,LadbrokesDrawOdds,LadbrokesAwayOdds,BwinHomeOdds,BwinDrawOdds,BwinAwayOdds,CornersHome,FoulsHome,RedCardsHome,ShotsHome,ShotsOnTargetHome,YellowCardsHome,Bet&WinAwayOdds,Bet&WinDrawOdds,Bet&WinHomeOdds,Betbrain1X2,GoalBetAway,GoalBetDraw,GoalBetHome,HomeCorners,HomeFouls,HomeRedCards,HomeShots,HomeShotsOnTarget,HomeYellowCards,AwayWinsImpact,DrawImpact,HomeWinsImpact,SBAwayOdds,SBDrawOdds,SBHomeOdds,SJAwayOdds,SJDrawOdds,SJHomeOdds,MatchTime,VCACornerAway,VCDraw,VCHome,WilliamHillAway,WilliamHillDraw,WilliamHillHome,home_opening_odds,draw_opening_odds,away_opening_odds,home_closing_odds,draw_closing_odds,away_closing_odds,match_date_final
2012/2013,10/20/2012 0:00,F1,France,Le Championnat,Rennes,Montpellier,2,1,H,1,0,H,2.2,3.25,3.3,2.3,3.25,3.1,2.2,3.1,3.4,5,15,0,12,5,3,3.25,3.2,2.2,34,3.4,3.1,2.2,6,16,0,9,4,0,3.45,3.15,2.1,4.178781729,3.569111372,2.444005032,3.4,3.2,2.2,0:00,3.5,3.25,2.3,3.5,3.25,2.15,2.25,3.25,3.65,2.16,3.38,3.82,10/20/2012
2012/2013,10/20/2012 0:00,N1,Netherlands,Eredivisie,Roda,Twente,1,1,D,0,0,D,5.5,4,1.57,5.5,3.6,1.53,5.25,3.75,1.55,0,0,0,0,0,0,1.62,3.8,5,35,1.55,3.75,5.25,0,0,0,0,0,0,1.6,3.6,4.7,4.178781729,3.569111372,2.444005032,1.57,4,5.75,0:00,1.57,4.33,6,1.57,3.6,5.5,5.2,4.18,1.67,6.85,4.67,1.5,10/20/2012
2012/2013,10/20/2012 0:00,B1,Belgium,Jupiler League,Cercle Brugge,Mechelen,1,2,A,0,0,D,2.3,3.3,3.1,2.3,3.25,2.8,2.25,3.1,3,0,0,0,0,0,0,2.75,3.2,2.38,29,3,3.1,2.25,0,0,0,0,0,0,2.9,3.2,2.2,4.178781729,3.569111372,2.444005032,3,3.25,2.3,0:00,3,3.5,2.3,2.75,3.3,2.35,2.41,3.57,2.99,2.24,3.43,3.48,10/20/2012
2012/2013,10/20/2012 0:00,F1,France,Le Championnat,Paris SG,Reims,1,0,H,0,0,D,1.2,6.5,13,1.22,6,13,1.2,6,14.5,7,7,0,16,4,2,13,6,1.2,34,14.5,6,1.2,5,12,0,23,6,2,10.5,5.4,1.25,4.178781729,3.569111372,2.444005032,15,6,1.22,0:00,17,7,1.2,15,6,1.2,1.22,6.55,18.5,1.22,6.7,18.35,10/20/2012
2012/2013,10/20/2012 0:00,G1,Greece,Ethniki Katigoria,Panionios,Kerkyra,0,1,A,0,0,D,1.75,3.25,5.25,1.73,3.2,4.5,1.78,3.1,5,0,0,0,0,0,0,4.2,3,1.85,31,5,3.1,1.78,0,0,0,0,0,0,4.6,3.2,1.75,4.178781729,3.569111372,2.444005032,4.8,3.25,1.8,0:00,5.2,3.4,1.83,5,3.1,1.83,1.83,3.34,5.48,1.81,3.27,5.84,10/20/2012
2012/2013,10/20/2012 0:00,G1,Greece,Ethniki Katigoria,PAOK,AEK,1,0,H,0,0,D,1.5,3.75,7.5,1.44,3.5,6.5,1.5,3.6,7.5,0,0,0,0,0,0,8,3.5,1.44,26,7.5,3.6,1.5,0,0,0,0,0,0,6,3.6,1.5,4.178781729,3.569111372,2.444005032,7,3.6,1.53,0:00,8.5,3.7,1.53,7,3.6,1.57,1.56,3.9,7.63,1.53,3.91,8.15,10/20/2012
2012/2013,10/20/2012 0:00,F1,France,Le Championnat,Nice,St Etienne,1,1,D,1,0,H,2.8,3.1,2.6,2.75,3.1,2.62,2.7,3.1,2.65,8,10,0,16,8,0,2.62,3.1,2.7,34,2.65,3.1,2.7,4,14,0,10,3,0,2.9,3.15,2.4,4.178781729,3.569111372,2.444005032,2.8,3.12,2.62,0:00,2.6,3.2,3,2.62,3.1,2.8,2.7,3.16,2.95,2.89,3.35,2.66,10/20/2012
2012/2013,10/20/2012 0:00,B1,Belgium,Jupiler League,Waregem,Lokeren,0,3,A,0,1,A,1.95,3.4,3.8,2,3.25,3.5,1.91,3.4,3.5,0,0,0,0,0,0,3.5,3.25,2,33,3.5,3.4,1.91,0,0,0,0,0,0,3.5,3.3,1.9,4.178781729,3.569111372,2.444005032,3.8,3.5,1.91,0:00,3.75,3.7,1.95,3.5,3.2,2,1.99,3.59,4.02,2.19,3.68,3.37,10/20/2012
2012/2013,10/20/2012 0:00,B1,Belgium,Jupiler League,Lierse,Charleroi,0,1,A,0,0,D,1.85,3.5,4.2,1.91,3.25,3.8,1.85,3.4,3.75,0,0,0,0,0,0,3.75,3.3,1.91,29,3.75,3.4,1.85,0,0,0,0,0,0,3.6,3.3,1.85,4.178781729,3.569111372,2.444005032,4,3.5,1.83,0:00,4.4,3.5,1.87,3.8,3.2,1.91,1.96,3.53,4.23,1.86,3.87,4.35,10/20/2012
2012/2013,10/20/2012 0:00,F1,France,Le Championnat,Valenciennes,Lorient,6,1,H,2,1,H,2.1,3.2,3.6,2.15,3.2,3.5,2.1,3.1,3.7,4,11,2,12,3,1,3.5,3.2,2.1,31,3.7,3.1,2.1,7,13,0,12,8,2,3.45,3.15,2.1,4.178781729,3.569111372,2.444005032,3.6,3.3,2.1,0:00,3.6,3.3,2.25,3.3,3.3,2.2,2.16,3.26,3.91,2.35,3.31,3.41,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Burnley,Blackpool,1,0,H,1,0,H,3,3.4,2.3,2.75,3.5,2.4,2.9,3.25,2.35,3,13,0,10,5,2,2.5,3.4,2.7,34,2.35,3.25,2.9,8,9,0,14,10,2,2.4,3.2,2.7,4.178781729,3.569111372,2.444005032,2.4,3.5,2.75,0:00,2.4,3.6,3,2.5,3,3,2.95,3.56,2.47,2.8,3.66,2.54,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Watford,Peterboro,1,0,H,0,0,D,1.73,3.75,4.5,1.8,3.5,4.5,1.7,3.7,4.5,9,12,0,8,0,3,4,3.8,1.8,34,4.5,3.7,1.7,4,6,0,16,0,3,4,3.4,1.8,4.178781729,3.569111372,2.444005032,4.5,3.5,1.8,0:00,5.2,3.8,1.75,4.5,3.4,1.83,1.87,3.83,4.35,1.83,3.85,4.58,10/20/2012
2012/2013,10/20/2012 0:00,SC0,Scotland,Premier League,St Johnstone,Kilmarnock,2,1,H,1,0,H,2.1,3.3,3.5,2.1,3.3,3.5,2.05,3.25,3.3,9,14,0,12,5,2,3.4,3.4,2.1,33,3.3,3.25,2.05,5,9,0,15,8,1,3.3,3.2,2,4.178781729,3.569111372,2.444005032,3.5,3.3,2.1,0:00,3.5,3.5,2.1,3.6,3.3,2.1,2.15,3.48,3.6,2.15,3.58,3.54,10/20/2012
2012/2013,10/20/2012 0:00,T1,Turkey,Futbol Ligi 1,Antalyaspor,Sivasspor,4,2,H,2,1,H,2.25,3.25,3.2,2.2,3.2,2.88,2.3,3.2,3,0,0,0,0,0,0,2.88,3.25,2.3,32,3,3.2,2.3,0,0,0,0,0,0,3,3.1,2.2,4.178781729,3.569111372,2.444005032,3,3.25,2.3,0:00,3.3,3.4,2.2,3,3.2,2.25,2.33,3.38,3.28,2.16,3.5,3.55,10/20/2012
2012/2013,10/20/2012 0:00,T1,Turkey,Futbol Ligi 1,Bursaspor,Fenerbahce,1,1,D,1,1,D,2.75,3.3,2.5,2.62,3.2,2.4,2.85,3.2,2.4,0,0,0,0,0,0,2.38,3.2,2.8,32,2.4,3.2,2.85,0,0,0,0,0,0,2.3,3.2,2.75,4.178781729,3.569111372,2.444005032,2.5,3.25,2.8,0:00,2.6,3.25,2.8,2.45,3.2,2.7,2.94,3.38,2.54,2.6,3.28,2.92,10/20/2012
2012/2013,10/20/2012 0:00,SC0,Scotland,Premier League,St Mirren,Celtic,0,5,A,0,4,A,7,4.33,1.44,7,4.33,1.44,6.75,4.2,1.4,11,13,0,25,14,1,1.5,4.2,6.5,33,1.4,4.2,6.75,3,10,0,9,4,2,1.5,3.8,5.5,4.178781729,3.569111372,2.444005032,1.44,4.33,6.5,0:00,1.5,4.4,7,1.5,4,7,7.72,4.5,1.47,8.6,4.81,1.43,10/20/2012
2012/2013,10/20/2012 0:00,SP1,Spain,La Liga Primera Division,Malaga,Valladolid,2,1,H,1,1,D,1.53,3.8,6.5,1.57,3.75,5.5,1.55,3.9,6,1,24,1,11,6,4,6,3.8,1.55,36,6,3.9,1.55,8,9,0,15,6,1,6.1,4,1.5,4.178781729,3.569111372,2.444005032,6,3.8,1.57,0:00,6.5,4.2,1.57,6.5,3.8,1.53,1.61,4.21,6.14,1.57,4.23,6.87,10/20/2012
2012/2013,10/20/2012 0:00,E0,England,Premier League,West Ham,Southampton,4,1,H,0,0,D,1.83,3.75,4.2,1.91,3.4,4,1.83,3.5,4.2,3,12,0,11,4,2,4.33,3.5,1.83,36,4.2,3.5,1.83,6,10,0,9,8,0,4,3.45,1.85,4.178781729,3.569111372,2.444005032,4,3.8,1.83,0:00,4.6,3.7,1.87,4,3.4,1.91,1.93,3.82,4.18,1.85,3.85,4.51,10/20/2012
2012/2013,10/20/2012 0:00,E0,England,Premier League,Tottenham,Chelsea,2,4,A,0,1,A,2.5,3.4,2.75,2.5,3.3,2.62,2.6,3.4,2.75,4,8,0,11,7,2,2.7,3.25,2.6,36,2.75,3.4,2.6,7,7,0,23,16,3,2.6,3.2,2.6,4.178781729,3.569111372,2.444005032,2.75,3.4,2.5,0:00,2.8,3.4,2.6,2.8,3,2.7,2.6,3.51,2.85,3.2,3.33,2.43,10/20/2012
2012/2013,10/20/2012 0:00,E0,England,Premier League,Swansea,Wigan,2,1,H,0,0,D,2.1,3.4,3.5,2.1,3.3,3.5,2,3.5,3.9,2,11,0,10,7,3,3.75,3.3,2,36,3.9,3.5,2,9,13,0,18,11,2,3.85,3.4,1.9,4.178781729,3.569111372,2.444005032,3.75,3.4,2,0:00,3.75,3.5,2.1,3.5,3.2,2.15,2.12,3.53,3.77,2.23,3.48,3.49,10/20/2012
2012/2013,10/20/2012 0:00,E0,England,Premier League,Norwich,Arsenal,1,0,H,1,0,H,6,4.2,1.53,6,4,1.53,6,4,1.53,10,9,0,13,7,0,1.53,4,6,36,1.53,4,6,2,9,0,7,3,4,1.6,3.8,5.2,4.178781729,3.569111372,2.444005032,1.53,4,6,0:00,1.55,4.5,6.5,1.57,3.8,6,5.87,4.34,1.61,7.25,4.84,1.48,10/20/2012
2012/2013,10/20/2012 0:00,E0,England,Premier League,Liverpool,Reading,1,0,H,1,0,H,1.33,5,10,1.36,4.5,9,1.3,5.25,9,5,6,0,8,5,1,8.5,5,1.33,35,9,5.25,1.3,6,13,0,23,13,1,7.9,4.7,1.35,4.178781729,3.569111372,2.444005032,9.5,4.8,1.33,0:00,10,5.25,1.36,9,4.2,1.4,1.35,5.46,10.35,1.31,5.85,11.8,10/20/2012
2012/2013,10/20/2012 0:00,E0,England,Premier League,Fulham,Aston Villa,1,0,H,0,0,D,1.8,3.6,4.5,1.8,3.5,4.5,1.75,3.6,4.5,4,11,0,9,4,2,4.33,3.5,1.83,36,4.5,3.6,1.75,6,7,0,17,8,1,4,3.45,1.85,4.178781729,3.569111372,2.444005032,4.5,3.6,1.8,0:00,4.5,3.75,1.83,4.5,3.3,1.85,1.85,3.8,4.63,1.68,4.04,5.61,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Bolton,Bristol City,3,2,H,1,2,A,1.67,3.75,5,1.67,3.75,5,1.65,3.7,5,15,2,0,7,2,3,5,3.6,1.67,34,5,3.7,1.65,12,8,0,16,11,0,4.6,3.5,1.65,4.178781729,3.569111372,2.444005032,5,3.75,1.67,0:00,5.2,3.9,1.73,5,3.5,1.73,1.68,4.09,5.45,1.59,4.32,5.84,10/20/2012
2012/2013,10/20/2012 0:00,N1,Netherlands,Eredivisie,AZ Alkmaar,Nijmegen,0,2,A,0,2,A,1.57,4,5.75,1.57,3.6,5,1.6,3.75,4.75,0,0,0,0,0,0,5,3.8,1.62,34,4.75,3.75,1.6,0,0,0,0,0,0,5,3.7,1.55,4.178781729,3.569111372,2.444005032,5,4,1.62,0:00,5.5,4,1.65,5,3.6,1.61,1.54,4.53,6.25,1.58,4.46,5.9,10/20/2012
2012/2013,10/20/2012 0:00,N1,Netherlands,Eredivisie,Heracles,Ajax,3,3,D,0,2,A,4.75,3.75,1.7,4.33,3.5,1.67,5,3.6,1.6,0,0,0,0,0,0,1.67,3.75,4.75,35,1.6,3.6,5,0,0,0,0,0,0,1.6,3.6,4.7,4.178781729,3.569111372,2.444005032,1.67,3.75,4.8,0:00,1.73,4.1,4.75,1.67,3.6,4.5,5.08,4.23,1.68,4.11,4.15,1.84,10/20/2012
2012/2013,10/20/2012 0:00,N1,Netherlands,Eredivisie,NAC Breda,Vitesse,0,3,A,0,1,A,3.5,3.6,2,3.25,3.4,1.91,3.4,3.6,1.9,0,0,0,0,0,0,2,3.5,3.4,34,1.9,3.6,3.4,0,0,0,0,0,0,1.9,3.3,3.5,4.178781729,3.569111372,2.444005032,2,3.5,3.5,0:00,2.1,3.6,3.5,1.91,3.5,3.5,3.51,3.64,2.13,3.14,3.4,2.42,10/20/2012
2012/2013,10/20/2012 0:00,I1,Italy,Serie A,Lazio,Milan,3,2,H,2,0,H,2.25,3.4,3.1,2.38,3.25,2.8,2.35,3.25,2.95,5,6,0,12,6,3,2.88,3.25,2.4,36,2.95,3.25,2.35,6,14,0,11,8,2,3,3.2,2.3,4.178781729,3.569111372,2.444005032,3,3.25,2.38,0:00,3.2,3.3,2.4,3,3.2,2.4,2.52,3.19,3.22,2.4,3.38,3.24,10/20/2012
2012/2013,10/20/2012 0:00,I1,Italy,Serie A,Juventus,Napoli,2,0,H,0,0,D,1.7,3.6,5,1.8,3.4,4.2,1.73,3.7,4.5,4,22,0,4,1,3,4.75,3.4,1.75,36,4.5,3.7,1.73,7,19,0,14,5,4,4.35,3.4,1.8,4.178781729,3.569111372,2.444005032,4.75,3.6,1.75,0:00,5.25,3.8,1.73,4.75,3.5,1.75,1.86,3.61,4.84,1.74,3.75,5.6,10/20/2012
2012/2013,10/20/2012 0:00,SP1,Spain,La Liga Primera Division,Valencia,Ath Bilbao,3,2,H,1,2,A,1.62,3.8,5.5,1.67,3.75,4.5,1.67,4,5.25,5,10,1,7,3,2,5.25,3.8,1.62,36,5.25,4,1.67,11,12,0,27,12,3,5.2,3.8,1.6,4.178781729,3.569111372,2.444005032,5,3.8,1.67,0:00,5.4,3.9,1.7,5.5,3.75,1.62,1.63,4.25,5.8,1.78,4.16,4.61,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Huddersfield,Wolves,2,1,H,2,0,H,2.5,3.3,2.8,2.6,3.3,2.62,2.65,3.2,2.55,7,7,0,13,5,1,2.7,3.3,2.5,34,2.55,3.2,2.65,4,11,0,12,6,2,2.6,3.2,2.5,4.178781729,3.569111372,2.444005032,2.62,3.3,2.5,0:00,2.75,3.4,2.7,2.7,3.1,2.7,2.69,3.4,2.78,2.51,3.44,2.97,10/20/2012
2012/2013,10/20/2012 0:00,D1,Germany,Bundesliga 1,Wolfsburg,Freiburg,0,2,A,0,1,A,2.25,3.4,3.1,2.25,3.5,3,2.2,3.4,3.1,1,14,0,8,5,2,3.1,3.4,2.2,35,3.1,3.4,2.2,7,23,0,9,2,1,3,3.4,2.2,4.178781729,3.569111372,2.444005032,3,3.3,2.25,0:00,3.2,3.5,2.3,3.1,3.4,2.25,2.35,3.6,3.15,2.45,3.65,2.96,10/20/2012
2012/2013,10/20/2012 0:00,D1,Germany,Bundesliga 1,Leverkusen,Mainz,2,2,D,1,0,H,1.67,3.8,5,1.62,3.75,5.5,1.67,3.8,4.75,3,15,0,10,3,3,5,3.75,1.67,35,4.75,3.8,1.67,5,8,0,14,8,4,5.2,3.8,1.6,4.178781729,3.569111372,2.444005032,5,3.75,1.67,0:00,5.5,4.1,1.67,5,3.8,1.67,1.72,4,5.24,1.64,4.15,5.89,10/20/2012
2012/2013,10/20/2012 0:00,D1,Germany,Bundesliga 1,Fortuna Dusseldorf,Bayern Munich,0,5,A,0,2,A,11,5,1.29,10,5,1.3,9.25,4.75,1.33,6,13,0,24,14,1,1.3,5,10,35,1.33,4.75,9.25,2,18,0,2,1,3,1.35,4.8,7.6,4.178781729,3.569111372,2.444005032,1.3,5,10,0:00,1.33,5.5,11,1.33,5,9,11.83,5.79,1.31,11.5,6.01,1.3,10/20/2012
2012/2013,10/20/2012 0:00,D1,Germany,Bundesliga 1,Ein Frankfurt,Hannover,3,1,H,2,1,H,2.1,3.5,3.3,2.15,3.4,3.25,2.2,3.7,3.2,8,17,0,14,4,4,3.2,3.3,2.2,35,3.2,3.7,2.2,6,18,0,15,7,2,2.83,3.4,2.3,4.178781729,3.569111372,2.444005032,3.2,3.4,2.1,0:00,3.25,3.7,2.2,3.3,3.5,2.1,2.18,3.74,3.4,2.21,3.7,3.36,10/20/2012
2012/2013,10/20/2012 0:00,D1,Germany,Bundesliga 1,Dortmund,Schalke 04,1,2,A,0,1,A,1.62,4,5,1.67,3.75,5,1.75,3.8,5,5,14,0,7,4,3,5,3.6,1.7,35,5,3.8,1.75,4,18,0,8,4,2,4.5,3.5,1.75,4.178781729,3.569111372,2.444005032,4.8,3.75,1.67,0:00,5.25,4,1.7,5,3.8,1.67,1.7,4.17,5.16,1.95,3.8,4.1,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Derby,Blackburn,1,1,D,0,1,A,2.3,3.3,3.1,2.4,3.3,2.88,2.35,3.25,2.9,5,10,0,10,7,1,2.8,3.3,2.4,34,2.9,3.25,2.35,7,13,0,17,6,0,2.8,3.2,2.3,4.178781729,3.569111372,2.444005032,2.88,3.4,2.38,0:00,3.2,3.4,2.3,3.1,3.1,2.4,2.49,3.5,2.96,2.27,3.61,3.23,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Birmingham,Leicester,1,1,D,1,0,H,3.4,3.4,2.1,3,3.3,2.3,3.3,3.2,2.15,10,12,0,6,3,2,2.3,3.25,3,31,2.15,3.2,3.3,3,11,1,3,2,3,2.2,3.2,3,4.178781729,3.569111372,2.444005032,2.2,3.3,3.12,0:00,2.2,3.5,3.5,2.25,3.1,3.4,3.13,3.52,2.37,3.68,3.55,2.14,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Crystal Palace,Millwall,2,2,D,2,1,H,2.1,3.4,3.4,2,3.4,3.6,2.05,3.25,3.5,7,18,0,11,3,5,3.4,3.4,2.05,34,3.5,3.25,2.05,5,11,1,8,5,5,3.3,3.3,2,4.178781729,3.569111372,2.444005032,3.4,3.3,2.1,0:00,3.6,3.5,2.15,3.3,3.3,2.2,2.25,3.57,3.33,2.31,3.5,3.31,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Charlton,Barnsley,0,1,A,0,0,D,2.1,3.4,3.4,2.1,3.4,3.4,2.1,3.3,3.3,5,8,0,9,4,2,3.3,3.4,2.1,34,3.3,3.3,2.1,4,15,0,6,4,3,3.3,3.3,2,4.178781729,3.569111372,2.444005032,3.3,3.3,2.1,0:00,3.5,3.5,2.2,3.4,3.1,2.25,2.12,3.53,3.7,1.98,3.68,4.02,10/20/2012
2012/2013,10/20/2012 0:00,E1,England,Championship,Brighton,Middlesbrough,0,1,A,0,1,A,1.73,3.75,4.5,1.8,3.5,4.5,1.7,3.4,5,2,10,0,4,2,1,4.33,3.5,1.8,34,5,3.4,1.7,8,10,0,16,4,1,4,3.4,1.8,4.178781729,3.569111372,2.444005032,4.5,3.5,1.73,0:00,5.2,3.8,1.75,4.5,3.4,1.83,1.94,3.66,4.62,1.86,3.74,4.62,10/20/2012
2012/2013,10/19/2012 0:00,E1,England,Championship,Sheffield Weds,Leeds,1,1,D,1,0,H,2.3,3.5,2.88,2.38,3.3,2.9,2.25,3.3,3,3,11,0,5,4,1,2.88,3.5,2.3,36,3,3.3,2.25,9,10,0,9,8,2,3,3.2,2.2,4.178781729,3.569111372,2.444005032,2.88,3.5,2.38,0:00,3,3.7,2.3,2.9,3.6,2.3,2.35,3.56,3.14,2.56,3.59,2.85,10/19/2012
2012/2013,10/19/2012 0:00,F1,France,Le Championnat,Bordeaux,Lille,1,1,D,1,0,H,2.25,3,3.5,2.1,3.1,3.75,2.15,3,3.7,4,18,0,12,6,2,3.25,3.1,2.25,35,3.7,3,2.15,3,15,0,13,5,2,3.1,3.1,2.3,4.178781729,3.569111372,2.444005032,3.5,3.2,2.2,0:00,3.75,3.25,2.2,3.2,3.2,2.25,2.45,3.19,3.29,2.55,3.17,3.21,10/19/2012
2012/2013,10/19/2012 0:00,D1,Germany,Bundesliga 1,Hoffenheim,Greuther Furth,3,3,D,1,1,D,1.83,3.6,4.2,1.8,3.5,4.5,1.91,3.5,4.33,4,21,0,16,8,5,4.5,3.4,1.8,35,4.33,3.5,1.91,4,15,0,19,11,0,4.3,3.6,1.75,4.178781729,3.569111372,2.444005032,4,3.4,1.83,0:00,4.5,3.6,1.9,4.5,3.5,1.8,1.83,3.77,4.78,1.82,3.78,4.86,10/19/2012
2012/2013,10/19/2012 0:00,B1,Belgium,Jupiler League,Anderlecht,Waasland-Beveren,2,0,H,1,0,H,1.22,6,13,1.22,5.5,10,1.22,5.5,10,0,0,0,0,0,0,9,5.5,1.25,34,10,5.5,1.22,0,0,0,0,0,0,9,4.5,1.25,4.178781729,3.569111372,2.444005032,11,5.5,1.25,0:00,13,6.5,1.22,11,6,1.2,1.29,6.03,11.35,1.19,7.81,17,10/19/2012
2012/2013,10/19/2012 0:00,SC0,Scotland,Premier League,Dundee,Inverness C,1,4,A,1,2,A,3.4,3.4,2.1,3.25,3.25,2.2,3,3.3,2.15,9,9,0,3,2,0,2.2,3.4,3.2,34,2.15,3.3,3,5,5,0,8,6,2,2.1,3.1,3.2,4.178781729,3.569111372,2.444005032,2.1,3.3,3.3,0:00,2.2,3.5,3.4,2.2,3.3,3.3,3.34,3.49,2.26,3.72,3.45,2.15,10/19/2012
2012/2013,10/19/2012 0:00,T1,Turkey,Futbol Ligi 1,Genclerbirligi,Galatasaray,3,3,D,1,0,H,3.6,3.5,2,3.5,3.25,1.91,3.8,3.4,1.91,0,0,0,0,0,0,1.91,3.4,3.6,36,1.91,3.4,3.8,0,0,0,0,0,0,1.9,3.3,3.5,4.178781729,3.569111372,2.444005032,2,3.4,3.6,0:00,2,3.5,3.7,1.91,3.5,3.6,4,3.6,1.99,4.08,3.62,1.99,10/19/2012
2012/2013,10/8/2012 0:00,G1,Greece,Ethniki Katigoria,Levadeiakos,Panthrakikos,0,3,A,0,2,A,1.7,3.25,6,2.1,3.3,3.3,1.78,3.1,5,0,0,0,0,0,0,6,3.25,1.57,34,5,3.1,1.78,0,0,0,0,0,0,4.7,3.25,1.7,4.178781729,3.569111372,2.444005032,5.25,3.25,1.73,0:00,6,3.4,1.73,5.7,3.3,1.7,1.71,3.47,6.28,1.76,3.56,5.71,10/8/2012
2012/2013,10/7/2012 0:00,SP1,Spain,La Liga Primera Division,Barcelona,Real Madrid,2,2,D,1,1,D,1.83,4,3.75,1.8,3.6,4,1.95,4,3.6,2,16,0,10,3,4,4,3.75,1.85,38,3.6,4,1.95,7,17,0,10,2,2,4,3.65,1.8,4.178781729,3.569111372,2.444005032,4,3.75,1.83,0:00,4,4,1.9,3.75,4,1.83,1.8,3.99,4.68,1.92,3.9,4.13,10/7/2012
2012/2013,10/7/2012 0:00,I1,Italy,Serie A,Napoli,Udinese,2,1,H,2,1,H,1.5,4,7,1.5,3.6,5.5,1.5,3.9,6.8,4,21,0,13,1,3,6.5,3.8,1.53,38,6.8,3.9,1.5,1,10,0,12,6,2,5.8,3.8,1.55,4.178781729,3.569111372,2.444005032,7,3.75,1.53,0:00,8,4,1.53,7,3.75,1.53,1.58,4.06,7.05,1.56,4.2,7.04,10/7/2012
2012/2013,10/7/2012 0:00,P1,Portugal,Liga I,Academica,Guimaraes,1,2,A,1,0,H,2.1,3.4,3.4,2.1,3.2,3,2.25,3.2,3.1,0,0,0,0,0,0,3,3.1,2.25,34,3.1,3.2,2.25,0,0,0,0,0,0,3.2,3.1,2.1,4.178781729,3.569111372,2.444005032,3.12,3.2,2.3,0:00,3.4,3.3,2.25,3.2,3,2.25,2.29,3.27,3.47,2.32,3.24,3.51,10/7/2012
2012/2013,10/7/2012 0:00,P1,Portugal,Liga I,Estoril,Rio Ave,1,3,A,0,2,A,2.38,3.25,3,2.25,3,2.88,2.25,3.1,3.2,0,0,0,0,0,0,3,3.1,2.25,34,3.2,3.1,2.25,0,0,0,0,0,0,3.1,3,2.2,4.178781729,3.569111372,2.444005032,3,3.12,2.38,0:00,3.2,3.2,2.4,3.2,3,2.25,2.4,3.23,3.29,2.5,3.24,3.16,10/7/2012
2012/2013,10/7/2012 0:00,P1,Portugal,Liga I,Nacional,Gil Vicente,0,1,A,0,0,D,1.91,3.4,4,1.91,3.2,3.6,1.95,3.2,3.9,0,0,0,0,0,0,3.75,3.3,1.91,34,3.9,3.2,1.95,0,0,0,0,0,0,3.8,3.1,1.9,4.178781729,3.569111372,2.444005032,3.8,3.3,2,0:00,4.1,3.5,1.95,3.75,3.25,1.95,1.98,3.56,4.11,1.79,3.69,5.14,10/7/2012
2012/2013,10/7/2012 0:00,P1,Portugal,Liga I,Setubal,Pacos Ferreira,0,0,D,0,0,D,2.55,3.25,2.75,2.6,3,2.5,2.6,3.1,2.7,0,0,0,0,0,0,2.6,3,2.62,34,2.7,3.1,2.6,0,0,0,0,0,0,2.5,3,2.7,4.178781729,3.569111372,2.444005032,2.62,3.12,2.75,0:00,2.7,3.25,2.75,2.6,3,2.7,2.8,3.29,2.71,3.16,3.1,2.59,10/7/2012
2012/2013,10/7/2012 0:00,P1,Portugal,Liga I,Sp Braga,Olhanense,4,4,D,1,3,A,1.4,4.2,9,1.36,4,7.5,1.4,4,8.75,0,0,0,0,0,0,7.5,4,1.4,34,8.75,4,1.4,0,0,0,0,0,0,7,3.9,1.4,4.178781729,3.569111372,2.444005032,8,4,1.4,0:00,9,4.6,1.4,7.5,4.2,1.4,1.41,4.68,9.1,1.42,4.7,9.1,10/7/2012
2012/2013,10/7/2012 0:00,SC0,Scotland,Premier League,Celtic,Hearts,1,0,H,1,0,H,1.3,5.25,9.5,1.3,5.5,9,1.38,5,8.75,5,12,0,7,4,2,11,5.5,1.29,35,8.75,5,1.38,6,10,0,14,5,1,9.5,4.8,1.27,4.178781729,3.569111372,2.444005032,9.5,4.8,1.3,0:00,11,5.5,1.3,11,4.5,1.33,1.31,5.58,11.22,1.3,5.55,12.69,10/7/2012
2012/2013,10/7/2012 0:00,SP1,Spain,La Liga Primera Division,Levante,Valencia,1,0,H,1,0,H,3.5,3.3,2.1,3.1,3.25,2.2,3.4,3.3,2.1,9,12,0,12,4,5,2.2,3.25,3.25,38,2.1,3.3,3.4,6,15,0,15,4,5,2.2,3.3,3.1,4.178781729,3.569111372,2.444005032,2.1,3.3,3.5,0:00,2.15,3.5,3.6,2.2,3.25,3.3,3.58,3.46,2.22,4.17,3.54,2.01,10/7/2012
